,40.0
acrebillaron,124.0
acrecent,83.0
acrecentamiento,101.0
acrecentar,144.0
acrecentarse,89.0
acrecentase,43.5
acrecentseles,130.0
acrecientan,71.0
acreciente,67.0
acredit,160.0
acreditaba,148.0
acreditaban,131.0
acreditado,126.0
acreditan,111.0
acreditar,112.0
acreditarse,82.0
acreditarte,148.0
acreditasen,154.0
acreditbamos,115.0
acredite,128.0
acreedor,175.0
acres,90.0
acrewkda,107.0
acri,142.0
acribado,156.0
acribar,125.0
acribarme,99.0
acrid,105.5
acridness,77.0
acrimonious,57.0
acrimony,119.0
acrior,173.0
acris,148.0
acrisole,112.0
acrius,112.0
acrobat,105.0
acrobatic,107.0
acrobatics,62.0
acrobaticsattending,221.0
acrobats,81.0
acrobatsthey,127.0
acroneos,143.0
acropolis,62.5
across,68.0
acrossa,106.0
acrosse,64.0
acrossin,91.0
acrosslot,134.0
acrossopposite,117.0
acrosstheform,79.0
acrosstill,94.0
acrosswhips,133.0
acrost,83.0
acrostic,81.0
acrowding,76.0
acryin,89.0
acrying,82.0
act,62.0
acta,115.5
actact,120.0
actaea,106.0
actaeon,148.0
actaeons,56.0
actalthough,93.0
actan,143.5
actarum,141.0
acte,82.0
acted,85.0
actedand,140.0
actedhow,72.0
actedprudentius,128.0
actest,109.0
acteth,39.0
acti,124.0
acting,103.0
actingalmost,160.0
actings,94.0
actingwell,56.0
action,75.0
actiona,154.0
actionable,75.0
actionare,118.0
actione,150.0
actionhe,99.0
actioni,90.0
actionin,128.0
actionits,180.0
actionlet,96.0
actionnot,60.0
actions,76.0
actionseeing,89.0
actionsintruding,106.0
actionsmay,116.0
actionsno,136.0
actionswithout,97.0
actiontaking,299.0
actionthe,172.0
actionthink,111.0
actionto,60.0
actionum,186.0
actionwas,142.0
actionwhen,126.0
actionyou,39.0
actis,147.0
actit,52.0
actium,109.0
active,110.5
actively,111.5
activelywhen,113.0
activevaliant,172.0
activities,98.0
activity,88.0
activityand,151.0
activityin,127.0
activitys,133.5
activitysoon,138.0
activitythe,113.0
activityto,108.0
activitywould,78.0
activo,114.0
actkicked,163.0
acto,87.0
acton,127.0
actor,75.5
actores,114.0
actori,134.0
actors,74.0
actorswas,103.0
actos,77.0
actpoems,79.0
actremember,67.0
actress,80.5
actressan,122.0
actresses,92.0
actresseswith,92.0
actresss,80.0
acts,78.0
actsc,104.0
actsevenly,127.0
actsfor,59.0
actshe,166.0
actsthe,137.0
acttalking,120.0
actthen,122.0
actu,225.0
actual,118.0
actuality,145.0
actualize,83.0
actuall,109.0
actually,88.0
actuary,137.0
actuate,85.5
actuated,103.0
actuates,86.5
actuating,112.0
actuly,55.0
actum,136.0
acture,73.0
actus,172.0
acuant,238.0
acuchillado,40.0
acuchillador,133.0
acucies,117.0
acuciis,64.0
acud,83.0
acuda,148.0
acudan,116.0
acudas,141.0
acude,121.0
acudi,81.0
acudid,118.0
acudido,100.0
acudiendo,79.0
acudieren,100.0
acudieron,55.0
acudiesen,159.0
acudimos,76.0
acudir,66.0
acudira,100.0
acudironme,72.0
acudirs,118.0
acuens,158.0
acuerda,123.0
acuerdan,73.0
acuerdas,95.0
acuerde,92.0
acuerdes,118.0
acuerdo,111.0
acuerdos,124.0
acuestan,98.0
acuitar,89.0
acuitarse,166.0
acuitedes,130.0
acuitis,153.0
aculeata,122.0
acull,120.0
acumen,131.0
acuminated,126.0
acumine,90.0
acurdate,157.0
acurdome,114.0
acurruc,105.0
acursing,111.0
acus,133.0
acusado,50.0
acusar,99.0
acusare,94.0
acushla,124.0
acushnet,83.0
acuso,168.0
acussing,86.0
acute,102.0
acutehe,94.0
acutely,88.0
acuteness,87.0
acutenesswhich,150.0
acutest,74.0
acutetwo,150.0
acutiores,175.0
acuto,133.0
acutos,148.0
ad,99.5
ada,78.5
adadah,89.0
adag,122.0
adage,97.0
adages,71.0
adah,138.0
adahala,52.0
adaiah,98.0
adair,190.0
adalia,71.0
adalid,98.0
adallas,169.0
adam,89.0
adamada,55.0
adamah,67.0
adamandeve,125.0
adamant,71.0
adamantine,108.0
adamar,110.0
adamas,61.0
adamastor,123.0
adamblacks,68.0
adamhe,108.0
adami,139.0
adamic,114.0
adamo,149.0
adams,107.0
adamson,119.0
adancing,117.0
adapt,85.0
adaptability,110.0
adaptable,86.5
adaptableness,131.0
adaptation,101.0
adaptations,109.5
adapted,97.0
adapting,92.0
adapts,67.0
adar,50.0
adarga,150.0
adargas,108.0
adarme,61.0
aday,143.0
adayes,94.0
adbame,136.0
adbeel,58.0
adbeowulf,156.0
adc,114.0
add,72.5
addan,92.0
adde,147.0
added,55.0
addedallusions,75.0
addedcome,91.0
addedhasten,60.0
addednothing,89.0
addedotherwise,63.0
addedstill,145.0
addedthat,91.0
addedthis,90.0
addedwe,103.0
addedwhere,134.0
addedyes,174.0
addenda,158.0
addendum,80.5
adder,98.0
addere,194.0
adderly,66.0
adders,112.0
addes,100.0
addeth,71.0
addi,55.0
addict,115.5
addicted,76.0
addictedness,113.0
addicti,196.0
addiction,109.0
adding,99.0
addio,105.0
addiscerit,167.0
addison,108.5
addisons,73.0
addita,156.0
addition,80.0
additiona,104.0
additional,91.0
additionally,124.0
additionalshadows,125.0
additions,92.0
additionswas,61.0
addito,253.0
addle,79.0
addleaddle,125.0
addled,113.0
addleheaded,133.0
addlepated,142.0
addlestone,75.0
addleton,87.0
addling,77.0
addo,115.0
addon,129.0
addput,4362.0
address,88.0
addressd,51.0
addressed,67.0
addressee,91.0
addresser,105.0
addresses,103.0
addresseth,66.0
addressing,92.0
addressingfor,103.0
addressyou,117.0
addrest,150.5
adds,97.0
addthe,45.0
addtoo,114.0
adduce,106.5
adduced,108.0
adducing,136.0
addunt,94.0
adeimantus,152.0
adeimantustaking,75.0
adela,96.0
adelada,194.0
adelaide,93.5
adelaidesouthampton,83.0
adelant,69.0
adelantado,75.0
adelantados,134.0
adelantara,78.0
adelantaron,128.0
adelantasen,137.0
adelante,43.0
adelantndose,121.0
adelantse,92.0
adele,47.0
adeles,174.0
adeleyou,87.0
adelfa,76.0
adelfas,98.0
adelgaza,171.0
adeliado,115.0
adeliase,137.0
adelio,78.0
adelite,49.0
adella,126.0
adelmonte,96.0
adelmontes,132.0
adelon,121.0
adelph,75.0
adelphi,69.0
ademanes,89.0
ademit,80.0
ademn,122.0
adempte,92.0
adems,51.0
aden,202.0
adentro,155.0
adeo,95.5
adeone,147.0
adeoque,225.0
adept,62.5
adeptness,171.0
adepts,152.0
adequate,77.5
adequately,113.0
ader,63.0
aderez,157.0
aderezada,119.0
aderezado,163.0
aderezados,119.0
aderezando,159.0
aderezar,95.0
aderezarla,31.5
aderezarles,64.0
aderezaron,91.0
aderezas,67.0
aderezasen,159.0
aderezaste,98.0
aderezlas,157.0
aderezo,107.0
aderezronse,71.0
adern,147.0
aderzame,119.0
ades,88.5
adest,139.5
adestrer,121.0
adevinaba,118.0
adfingere,99.0
adhaerance,41.0
adhaere,153.0
adhaerence,62.0
adhaerent,54.0
adhaereth,98.0
adhaering,95.0
adhere,74.5
adhered,98.0
adherence,73.5
adherent,135.0
adherente,85.0
adherentes,88.0
adherents,103.5
adherentsmilitary,119.0
adheres,67.5
adhering,88.0
adhesion,91.0
adhesive,122.5
adhesiveness,66.0
adhibent,148.0
adhibere,118.0
adhiberi,46.5
adhibet,82.0
adhorent,201.0
adhorescunt,172.0
adhuc,122.0
adiaphane,89.0
adiel,87.0
adieu,83.0
adieuadieu,103.0
adieus,103.0
adieux,117.0
adin,112.0
adina,56.0
adino,67.0
adinventiones,106.0
adiofora,87.0
adios,144.0
adipose,90.0
adire,112.0
adirondacks,88.0
adis,125.0
aditamento,172.0
aditamentos,142.0
adithaim,75.0
aditum,181.0
aditura,120.0
aditus,177.0
adiutorium,109.0
adivas,131.0
adivina,165.0
adivinaba,132.0
adivinando,154.0
adivinanzas,115.0
adivinar,102.0
adivinase,79.0
adivinen,47.0
adivinle,102.0
adivino,35.0
adivinos,155.0
adj,134.5
adjacent,80.0
adjective,132.0
adjectives,153.0
adjecto,100.0
adjectum,55.0
adjicit,168.0
adjoin,83.0
adjoind,72.0
adjoined,130.0
adjoining,77.0
adjoiningdragging,141.0
adjoins,64.5
adjourn,100.0
adjournd,89.5
adjourne,155.0
adjourned,77.5
adjourning,132.0
adjournment,99.0
adjoynd,131.0
adjudgd,88.0
adjudged,83.0
adjudication,134.0
adjudications,66.0
adjudicatis,176.0
adjunct,77.5
adjuncta,138.0
adjuncts,104.0
adjungitur,129.0
adjunto,95.0
adjuration,138.0
adjure,51.0
adjured,100.5
adjures,124.0
adjust,112.0
adjustable,100.0
adjusted,99.0
adjusting,80.0
adjustment,112.5
adjustments,205.0
adjusts,147.0
adjutant,42.0
adjutanta,108.0
adjutantgeneral,188.0
adjutantgenerals,86.0
adjutantguard,78.0
adjutants,126.0
adjutantsgeneral,88.0
adjutantswas,107.0
adlai,67.0
adler,79.0
adltera,134.0
admah,138.0
admatha,91.0
admeasured,53.0
admeasurement,86.5
admeasurements,116.0
admetus,94.0
admincula,90.0
administer,103.0
administered,95.5
administering,119.0
administers,104.0
administracin,58.0
administrando,90.0
administrar,106.0
administration,86.0
administrations,120.0
administrative,109.0
administrator,99.0
administrators,110.0
administred,83.5
administring,78.0
admir,106.0
admira,102.0
admiraba,36.0
admiraban,80.0
admirable,91.0
admirableeverything,33.5
admirableexcellently,142.0
admirablemente,125.0
admirables,107.0
admirably,93.0
admiracin,48.0
admirada,67.0
admiradas,101.0
admirado,165.0
admirados,87.0
admiral,83.0
admiralgeneral,108.0
admirals,87.5
admiralties,87.0
admiralty,98.0
admiran,100.0
admirant,87.0
admirantur,208.0
admirar,76.0
admirara,73.0
admirari,105.5
admirarla,120.0
admiraron,83.0
admiraros,144.0
admirars,53.0
admirarse,82.0
admirasen,96.0
admiration,88.0
admirationa,57.5
admirationbut,119.0
admirationlike,108.0
admirationlucretius,136.0
admirationshe,59.5
admirationthe,146.0
admirativa,154.0
admirbame,179.0
admirbanse,161.0
admirbase,74.0
admird,88.0
admire,84.0
admired,87.5
admiredand,86.0
admiren,152.0
admirer,89.0
admirers,99.0
admires,90.0
admireth,82.0
admiring,86.0
admiringly,125.0
admirle,132.0
admirndose,72.0
admiro,83.0
admirronse,137.0
admirse,158.0
admirst,134.0
admissible,137.0
admissibly,146.0
admission,78.5
admissionfor,66.0
admissions,132.0
admit,67.0
admite,91.0
admitidas,81.0
admitido,101.0
admitidos,63.0
admitiere,88.0
admitieron,178.0
admitir,53.0
admitirlas,137.0
admitirlos,165.0
admitit,125.0
admito,67.0
admits,92.0
admittance,109.0
admitted,78.0
admittedit,102.0
admittedly,99.5
admittedshe,179.0
admitteth,117.0
admitting,90.0
admixture,112.0
admixturesome,152.0
admodum,134.0
admonish,70.5
admonishd,55.0
admonished,103.0
admonisher,39.0
admonishes,116.0
admonisheth,74.0
admonishing,87.0
admonishingly,95.0
admonishment,102.0
admonishments,156.0
admonisht,106.0
admonitaeque,228.0
admonition,97.0
admonitionis,93.0
admonitions,94.5
admonitory,118.0
admonuit,220.0
admteme,91.0
adn,84.0
adna,118.0
adnah,142.0
adnde,101.0
ado,101.0
adoban,122.0
adobara,118.0
adobarla,108.0
adobarlo,80.0
adobie,72.0
adobndoseme,135.0
adobo,97.0
adoin,71.0
adoing,80.5
adolescence,77.0
adolescent,82.0
adolescentem,242.0
adolph,48.0
adolphe,108.0
adolphus,100.0
adolphusmeaning,67.0
adonai,111.0
adonde,68.0
adondequiera,86.0
adonibezek,133.0
adonijah,44.0
adonikam,144.0
adoniram,55.0
adonis,107.0
adonizedec,157.0
adoperta,59.5
adopt,80.0
adopted,80.5
adoptedly,145.0
adoptedwhat,92.0
adopting,85.0
adoption,108.0
adoptious,174.0
adoptive,104.0
adopts,85.0
adoquiera,45.0
ador,132.0
adora,102.0
adoraba,75.0
adorable,129.0
adorably,123.0
adorada,153.0
adoram,74.0
adoran,47.0
adorar,86.0
adorarlas,109.0
adorarte,122.0
adoras,137.0
adorase,125.0
adorat,119.0
adoration,106.0
adorations,127.0
adord,110.0
adore,66.0
adored,85.0
adoreestella,118.0
adorer,201.0
adorers,80.0
adores,98.0
adorest,35.0
adoreth,56.0
adoring,81.5
adorn,92.0
adorna,123.0
adornada,76.0
adornadas,68.0
adornado,36.0
adornados,112.0
adornan,110.0
adornar,66.0
adornara,99.0
adornaren,106.0
adornarse,74.0
adornarte,109.0
adornd,79.0
adorne,91.5
adorned,109.0
adornedin,139.0
adorneth,69.0
adorning,114.0
adornings,65.0
adornment,68.0
adornmentnevertheless,79.0
adornments,107.0
adorno,94.0
adornos,75.0
adorns,98.0
adornthe,56.0
adoro,131.0
adoting,42.0
adoughty,145.0
adown,90.0
adowna,64.0
adquiere,57.5
adquirida,113.0
adquiriendo,126.0
adquirir,114.0
adraksin,149.0
adramadio,119.0
adramelec,146.0
adrammelech,91.0
adramyttium,91.5
adrana,153.0
adraste,89.0
adrastus,83.0
adread,39.0
adream,175.0
adreaming,84.0
adressing,94.0
adrestias,99.0
adrestus,70.0
adrets,135.0
adria,89.0
adriae,216.0
adrian,132.5
adriana,135.0
adriani,63.0
adriano,108.0
adrianople,102.0
adrianopoli,179.0
adrians,168.0
adrianus,60.0
adriatic,71.0
adriel,89.0
adriencharles,136.0
adrift,87.0
adrinkin,39.0
adrinking,133.0
adriving,107.0
adroit,104.0
adroitly,127.0
adroitness,120.0
adroop,109.0
ads,127.0
adsint,204.0
adspicit,168.0
adstrictoque,113.0
adsum,138.0
aduanturier,213.0
aducking,101.0
adul,130.0
adulacin,100.0
adulador,162.0
adulation,115.0
adulator,116.0
adulatorswhat,100.0
adullam,165.0
adullamite,58.0
adult,96.0
adulter,152.0
adulterate,97.5
adulterated,106.0
adulterates,77.0
adulteration,164.0
adulterer,98.0
adulterers,151.0
adulteress,98.0
adulteresses,54.0
adulterie,129.0
adulteries,124.0
adulterous,93.0
adultery,103.0
adulterya,171.0
adulterycatullus,79.0
adulterydiogenes,140.0
adultress,107.0
adults,85.0
adultum,98.0
adummim,95.0
adun,77.0
adunia,73.0
adurat,65.5
adust,85.0
adusted,90.0
adv,4325.0
advancd,67.5
advance,73.0
advancea,117.0
advanceas,68.0
advanced,76.0
advancedthe,72.0
advanceguards,110.0
advancehave,44.0
advanceit,66.0
advancement,91.0
advancements,79.0
advancemoney,114.0
advances,76.5
advancesi,146.0
advanceso,77.0
advancing,89.0
advancinghe,120.0
advanct,105.0
advantage,81.0
advantageable,97.0
advantageand,64.0
advantaged,74.0
advantagefor,109.5
advantagein,84.0
advantageous,90.0
advantageousher,152.0
advantageously,100.0
advantages,93.0
advantagesit,120.0
advantagesno,131.0
advantageth,65.0
advantagethat,129.0
advantaging,70.0
advantagious,102.0
advent,93.0
adventavit,107.0
adventitious,113.5
adventmy,97.0
adventrous,59.0
adventu,180.0
adventurd,63.5
adventure,77.0
adventured,83.5
adventureless,110.0
adventurer,112.0
adventurergod,183.0
adventurers,106.0
adventures,88.0
adventuresbeginning,108.0
adventureseeking,91.0
adventureshe,115.0
adventuress,102.0
adventuresses,108.0
adventureth,80.0
adventurethats,58.0
adventurous,99.0
adventurously,140.0
adverb,120.0
adverbial,94.0
adverbs,89.0
adversa,171.0
adversae,135.5
adversarie,131.0
adversaries,98.0
adversariesi,80.0
adversarii,127.0
adversariis,247.0
adversarium,220.0
adversary,83.0
adversarys,82.0
adversas,130.0
adverse,89.0
adversely,64.0
adversion,120.0
adversis,94.0
adversities,73.0
adversity,85.5
adversitys,154.0
adversoque,229.0
adversos,120.0
adversum,120.0
adversus,132.0
advert,82.5
adverta,88.0
advertas,99.0
adverted,130.0
advertencia,142.0
advertid,193.0
advertida,137.0
advertidas,119.0
advertido,78.0
advertidos,65.0
advertimento,83.0
advertimiento,157.0
advertimientos,124.0
adverting,107.0
advertir,135.0
advertirle,64.0
advertirs,116.0
advertirte,118.0
advertisd,98.0
advertise,70.0
advertised,83.0
advertisedthis,132.0
advertisement,97.0
advertisementabout,163.0
advertisementhow,51.0
advertisements,88.0
advertiser,82.5
advertising,97.0
advertnot,47.0
advesawies,85.0
advice,76.0
advicedo,55.0
advicegiver,101.0
adviceid,142.0
advicenot,150.0
adviceor,82.0
adviceruined,224.0
adviceruinedreflexionsmy,273.0
advices,113.0
advicethis,104.0
advicethose,78.0
advicewhich,142.0
advierta,125.0
adviertan,75.0
adviertas,182.0
advierte,103.0
adviertes,82.0
advirtase,65.0
advirti,148.0
advirtiendo,120.0
advirtieron,89.0
advirtiese,148.0
advirtile,137.0
advirtindole,106.0
advisability,109.0
advisable,76.0
advisd,93.0
advise,75.0
advised,79.0
advisedly,111.0
advisement,101.0
adviser,93.5
advisera,152.0
advisers,77.5
advises,87.5
adviseth,51.0
advising,97.0
advisinghomely,121.0
advisings,53.0
advisor,203.5
advisory,132.0
advocacy,92.0
advocate,88.0
advocated,99.0
advocategeneral,144.0
advocates,105.0
advocatesi,97.0
advocatesmen,88.0
advocating,99.5
advocation,94.0
advocatus,146.0
advoue,169.0
advowson,120.0
advowsons,112.0
adwise,157.0
adying,104.0
adze,122.0
adzed,115.0
ae,70.0
aeaci,106.0
aeacida,81.0
aeacides,131.0
aeacus,82.5
aeaean,129.0
aeantides,78.0
aeating,61.0
aecha,77.0
aedepiades,145.0
aedeto,140.0
aedibus,128.0
aedifice,89.0
aedile,55.0
aediles,102.0
aedio,107.0
aeede,71.5
aeetesfor,83.0
aegadean,54.0
aegae,86.0
aegaean,55.0
aegean,73.0
aegeon,121.0
aegina,92.0
aeginatans,86.0
aegion,128.0
aegis,142.0
aegisbearing,146.0
aegisthus,72.0
aegles,113.0
aegospotami,59.0
aegra,92.0
aegrae,107.0
aegreque,119.0
aegrescitque,146.0
aegri,117.0
aegris,53.5
aegritudinem,86.0
aegro,106.0
aegroti,199.0
aegypt,133.0
aegyptian,112.0
aegyptius,34.0
aegyptus,72.0
aeiou,46.0
aejo,74.0
aelius,101.0
aemelia,125.0
aemilia,109.0
aemilianus,122.0
aemilius,145.5
aemmado,136.0
aemula,201.0
aemulation,132.0
aen,149.0
aenea,138.0
aeneas,84.0
aeneid,71.0
aeneids,69.0
aeneius,94.0
aenia,85.0
aenians,86.0
aenon,130.0
aeolian,113.0
aeolus,135.0
aeolussweeter,21.0
aeon,101.0
aequa,70.0
aequabile,91.0
aequabilitas,191.0
aequat,148.0
aequator,85.0
aeque,239.0
aequinoctial,118.0
aequiparare,150.0
aequivocal,112.0
aequo,174.0
aequor,151.0
aequora,163.0
aequoreos,159.0
aequoreum,252.0
aequum,103.0
aequus,168.0
aer,62.0
aera,102.0
aerated,188.0
aere,91.0
aereal,103.5
aereall,56.0
aerial,127.5
aeriall,99.0
aerian,138.0
aerie,174.0
aeris,99.0
aeroliths,177.0
aeronaut,129.0
aeronautic,142.5
aeronautical,186.0
aeronauts,57.0
aerostation,116.0
aerostiers,116.0
aery,67.0
aerys,84.0
aes,137.0
aeschylus,96.0
aesculapius,94.0
aeson,116.0
aesop,118.0
aesops,31.0
aestate,123.0
aesthetic,73.0
aesthetically,116.0
aesthetics,52.0
aestimatione,125.0
aestu,51.5
aestuat,155.0
aet,107.0
aetas,218.0
aetate,96.0
aetatem,159.0
aetatibus,52.5
aeterna,122.0
aeternam,55.0
aeterni,140.0
aeterno,171.0
aeternum,113.0
aetes,43.0
aethera,102.0
aetherap,153.0
aethereall,95.0
aethereum,215.0
aetherial,199.0
aetheriall,137.0
aetherius,141.0
aethon,147.0
aetion,177.0
aetions,152.0
aetna,134.0
aetolian,96.0
aetolians,65.0
aevi,190.0
af,94.0
afable,68.0
afamado,88.0
afanando,123.0
afanasy,122.0
afanasys,120.0
afanasyvitch,180.0
afar,88.0
afarfor,191.0
afasting,70.0
afe,77.0
afeaba,133.0
afeaban,114.0
afeado,46.5
afear,137.0
afeard,95.5
afeardthy,136.0
afeared,66.0
afeasting,67.0
afectacin,104.0
afectadas,152.0
afecto,133.0
afectos,100.0
afectuosa,168.0
afeerd,104.0
afeminado,94.0
afer,110.5
aferrados,114.0
affability,85.0
affable,98.0
affablest,110.0
affably,146.5
affair,63.5
affairat,77.0
affaire,131.0
affaires,144.0
affairi,110.0
affairlivy,181.0
affairs,81.0
affairsall,115.0
affairshis,130.0
affairsif,88.0
affairsits,112.0
affairsla,124.0
affairslivy,193.0
affairsnear,107.0
affairsthis,159.0
affairswhich,47.0
affairthis,42.0
affairwhat,52.0
affairyes,92.0
affect,85.0
affecta,156.0
affectability,122.0
affectable,228.0
affectation,89.0
affectationdevilish,84.0
affectations,101.0
affected,85.5
affectedly,133.0
affectedlyno,89.0
affecter,90.0
affecteth,88.5
affecting,105.0
affectingly,121.0
affection,61.5
affectionas,74.0
affectionate,88.0
affectionately,105.0
affectionateness,115.0
affectionbut,71.0
affectiond,66.0
affectioned,87.0
affectionfor,89.0
affections,90.5
affectionshe,132.0
affectionthat,77.0
affects,78.0
affectus,145.0
affeerd,47.0
afferrent,114.0
affettatore,105.0
affetti,92.0
affetto,66.0
affettuoso,114.0
affghanistan,112.0
affiancd,80.0
affiance,133.0
affianced,86.0
afficit,97.0
affidavit,65.0
affidavits,118.0
affied,98.0
affiliated,156.5
affiliation,103.0
affiliations,235.0
affind,100.0
affined,93.0
affinities,113.5
affinity,113.0
affirm,76.0
affirmance,56.0
affirmare,130.0
affirmation,90.0
affirmations,140.0
affirmative,71.0
affirmatively,118.0
affirmatives,63.5
affirmativewaits,122.0
affirme,69.0
affirmed,81.5
affirment,137.0
affirmentur,93.0
affirmeth,180.0
affirming,79.0
affirmingthat,97.0
affirms,96.5
affix,169.0
affixed,88.5
afflatus,134.0
affleck,162.0
afflict,67.0
afflicted,95.0
afflictedor,124.0
afflictest,54.0
afflicteth,36.0
afflicting,99.5
affliction,81.0
afflictionher,104.0
afflictions,76.0
afflictive,119.0
afflicts,101.0
affluence,75.0
affluent,133.5
affluents,87.5
affly,122.0
afford,77.0
affordand,129.0
afforded,96.0
affordedin,128.0
affordeth,53.0
affording,95.5
affords,106.0
affordsa,65.0
affraid,132.0
affray,94.0
affretta,92.0
affright,72.0
affrighted,88.0
affrightest,82.0
affrighting,76.0
affrights,85.0
affront,103.0
affronted,89.0
affronting,133.0
affronts,141.0
affurer,122.0
affy,98.0
affydavy,80.0
afghan,156.0
afghanistan,68.0
afghanistana,108.0
aficin,136.0
aficion,24.0
aficionaba,100.0
aficionada,87.0
aficionadas,98.0
aficionado,102.0
aficionados,67.0
aficionando,69.0
aficionaron,125.0
afield,123.0
afighting,127.0
afimya,105.0
afinada,113.0
afincamiento,92.0
afinefigureofawoman,161.0
afinndola,138.0
afire,103.0
afirm,60.0
afirma,59.0
afirmaba,49.0
afirman,118.0
afirmar,126.0
afirmarla,57.0
afirmaron,123.0
afirmativamente,92.0
afirmndose,86.0
afirmo,141.0
afishing,86.0
aflame,111.0
aflapping,94.0
aflectui,103.0
aflicin,16.5
afliciones,148.0
afliga,121.0
aflige,89.0
afligida,83.0
afligidas,80.0
afligido,143.0
afligidos,126.0
afligirse,116.0
afligirte,179.0
afligise,152.0
aflluere,131.0
afloat,106.0
afloating,81.0
aflowing,66.0
afluttering,82.0
aflying,51.0
afn,126.0
afoam,91.0
afoot,77.0
afore,85.0
aforebut,86.0
aforehand,135.0
aforementioned,148.0
aforesaid,93.0
aforesaidand,78.0
aforet,103.0
aforethought,100.0
aforetime,102.0
aforismo,89.0
aforismos,75.0
aforrado,82.0
aforro,54.0
afortunada,83.0
afortunado,34.0
afoul,101.0
afr,89.0
afra,81.0
afraid,50.0
afraidafraid,47.0
afraidbut,51.0
afraidi,92.5
afraidit,48.0
afraidlaurie,96.0
afraidnobodyll,101.0
afraidshe,87.0
afraidsore,100.0
afraidthat,128.0
afraidthats,119.0
afraidthe,122.0
afraidtheres,62.0
afraidthey,102.0
afraidyour,95.0
afranius,88.0
afrasiab,125.0
afreezn,137.0
afrenta,85.0
afrentado,248.0
afrentados,201.0
afrentan,123.0
afrentar,158.0
afrentarse,148.0
afrentas,137.0
afrente,136.0
afrentes,41.0
afresh,114.0
afreshi,91.0
afric,145.0
africa,82.0
africaa,86.0
african,89.0
africanize,95.0
africans,100.0
africansthe,85.0
africanus,141.0
africas,104.0
africasome,83.0
africathe,163.0
africawhat,123.0
afrique,92.0
afroamerican,81.0
afront,98.0
afrontara,78.0
